id,РџРѕРєСѓРїР°С‚РµР»СЊСЃРєР°СЏ Р°РєС‚РёРІРЅРѕСЃС‚СЊ,РўРёРї СЃРµСЂРІРёСЃР°,Р Р°Р·СЂРµС€РёС‚СЊ СЃРѕРѕР±С‰Р°С‚СЊ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_6_РјРµСЃ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_С‚РµРє_РјРµСЃ,Р”Р»РёС‚РµР»СЊРЅРѕСЃС‚СЊ,РђРєС†РёРѕРЅРЅС‹Рµ_РїРѕРєСѓРїРєРё,РџРѕРїСѓР»СЏСЂРЅР°СЏ_РєР°С‚РµРіРѕСЂРёСЏ,РЎСЂРµРґРЅРёР№_РїСЂРѕСЃРјРѕС‚СЂ_РєР°С‚РµРіРѕСЂРёР№_Р·Р°_РІРёР·РёС‚,РќРµРѕРїР»Р°С‡РµРЅРЅС‹Рµ_РїСЂРѕРґСѓРєС‚С‹_С€С‚СѓРє_РєРІР°СЂС‚Р°Р»,РћС€РёР±РєР°_СЃРµСЂРІРёСЃР°,РЎС‚СЂР°РЅРёС†_Р·Р°_РІРёР·РёС‚
215782,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.2,3,457,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,1,5,5
215783,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.5,3,159,0.25,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,3,3,12
215784,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.4,4,207,0.3,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,5,4,14
215785,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,4,899,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,4,2,17
215786,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.4,4,834,0.13,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,1,3,7
215787,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.3,4,808,0.23,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,0,5,7
215788,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,4,205,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,2,4,7
215789,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.6,3,985,0.26,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,2,8,5
215790,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,3,400,0.13,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,4,4,12
215791,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,5,634,0.14,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,5,3,11
215792,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,529,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,5,7,13
215793,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,4,855,0.16,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,4,2,7
215794,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,4,597,0.15,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,4,3,8
215795,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,3,1061,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,1,8,8
215796,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,6.3,4,527,0.21,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,2,5,10
215797,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,3,414,0.94,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,1,4,7
215798,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,5,623,0.24,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,2,8,12
215799,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,5,1022,0.28,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,4,9
215800,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,4,978,0.28,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,0,3,5
215801,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,5,479,0.94,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,4,4,14
215802,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.4,4,698,0.16,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,3,4,11
215803,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,4,670,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,7,9
215804,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,5,673,0.99,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,1,7
215805,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.1,4,808,0.15,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,2,3,13
215806,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.8,3,660,0.16,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,1,3,12
215807,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,5,503,0.2,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,5,2,6
215808,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,4,417,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,5,5,11
215809,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,3,208,0.24,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,2,4,8
215810,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.4,4,417,0.23,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,0,6,10
215811,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.2,5,786,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,0,8,14
215812,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.3,3,563,0.12,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,1,5,16
215813,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,5,446,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,2,4,12
215814,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.6,4,296,0.15,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,5,2,15
215815,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,5,339,0.24,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,4,12
215816,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.7,5,495,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,3,4,3
215817,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,4,320,0.28,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,4,3,13
215818,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,5,121,0.3,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,5,3,11
215819,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.2,3,609,0.29,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,3,2,11
215820,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,4,955,0.95,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,7,11
215821,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,5,508,0.28,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,3,5,9
215822,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,4,633,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,4,2,17
215823,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.0,5,234,0.23,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,1,7,13
215824,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.9,5,852,0.21,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,0,2,7
215825,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,4,951,0.2,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,4,10
215826,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,4,177,0.24,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,7,14
215827,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,3,641,0.3,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,5,6
215828,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.3,4,191,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,3,16
215829,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,4,600,0.13,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,5,7
215830,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,5,185,0.18,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,5,5,14
215831,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,3,1030,0.23,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,2,6,4
215832,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.1,3,206,0.99,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,3,4
215833,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,4,410,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,2,7,9
215834,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,3.8,4,629,0.14,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,7,16
215835,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,3,370,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,4,9
215836,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,4,823,0.13,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,4,5,7
215837,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,3,888,0.14,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,1,6,9
215838,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,6.3,4,582,0.14,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,1,6,13
215839,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,2.6,4,1048,0.14,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,0,2,12
215840,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,5,869,0.24,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,5,1,4,11
215841,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.3,4,320,0.12,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,4,4,10
215842,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,3,1036,0.94,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,3,9
215843,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,3,930,0.14,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,1,6,10
215844,РЎРЅРёР·РёР»Р°СЃСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,4,1041,0.99,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,1,6,6
215845,РЎРЅРёР·РёР»Р°СЃСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,4,608,0.95,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,1,2,10
215846,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.7,4,169,0.14,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,1,4,12
215847,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,5,966,0.15,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,1,8,15
215848,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.4,5,645,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,3,4,10
215849,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,4,399,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,3,3,5
215850,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.4,4,267,0.15,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,1,1,7
215851,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,530,0.26,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,5,4,13
215852,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,3,478,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,5,4,8
215853,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.3,4,890,0.11,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,3,11
215854,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,6.6,3,830,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,0,6,10
215855,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,5,149,0.2,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,2,6,6
215856,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,543,0.17,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,6,3,5,11
215857,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,4,667,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,0,4,13
215858,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,4,510,0.15,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,4,7,16
215859,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,3,1049,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,3,11
215860,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,5,242,0.21,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,5,4,4,11
215861,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.5,4,908,0.13,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,4,5,7
215862,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,4,408,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,2,3,12
215863,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.6,4,900,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,0,8,8
215864,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,4,490,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,4,5,16
215865,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.3,5,401,0.28,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,0,4,10
215866,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,4,945,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,4,13
215867,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.4,4,777,0.25,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,3,6,14
215868,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,5,851,0.11,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,0,4,9
215869,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.4,4,559,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,5,5,12
215870,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.7,4,803,0.25,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,4,6,5
215871,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.8,3,675,0.11,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,1,7,4
215872,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.1,4,490,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,4,5,14
215873,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,4,769,0.11,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,6,1,2,11
215874,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,5,626,0.15,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,2,4,16
215875,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.7,4,203,0.28,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,6,10
215876,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.8,4,280,0.32,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,4,5,12
215877,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,349,0.17,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,5,4,9
215878,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,5,540,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,1,12
215879,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.3,4,476,0.3,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,0,7,8
215880,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,5,897,0.3,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,4,2,11
215881,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,3,709,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,1,6,9
